guest_black,host_race_black,host_gender_M,ten_reviews,multiple_listings,shared_property,log_price,yes
1,0,0,1,1,0,5.768321,0
1,0,1,1,1,0,4.8283138,0
1,0,1,1,1,1,4.4426513,1
0,1,1,1,0,1,4.3174882,0
0,0,1,0,0,0,4.8362818,0
0,0,0,1,0,1,4.3820267,0
0,0,1,1,0,1,4.1271343,0
0,0,0,1,0,1,4.4773369,1
0,0,0,1,0,1,4.5538769,0
0,0,1,1,1,0,5.2729998,0
1,0,1,0,0,0,,0
0,0,0,1,1,1,4.0943446,1
1,0,1,0,0,0,4.9767337,1
1,0,0,1,0,1,4.5538769,1
0,0,0,1,0,0,5.0039463,1
1,0,0,1,0,0,4.7449322,0
1,0,0,0,0,1,4.6051702,0
1,0,0,1,1,0,5.0434251,0
0,0,0,1,1,0,4.6539602,1
1,0,0,1,1,1,3.4965076,1
1,0,0,1,0,0,5.0106354,0
0,0,0,1,0,1,4.1896548,1
1,0,1,1,1,0,4.59512,1
1,0,1,1,1,1,4.2341065,1
1,0,1,0,0,1,4.3174882,0
0,0,0,1,1,0,4.8362818,1
0,0,0,1,0,1,4.7874918,1
1,0,0,1,1,0,4.4998097,0
0,0,1,1,1,0,6.1506028,0
0,0,0,0,0,1,5.0106354,0
0,0,0,0,1,0,5.2983174,0
0,0,0,1,1,0,4.6051702,0
1,0,0,1,0,0,5.433722,0
1,0,0,0,0,0,4.9052749,0
0,0,0,1,1,0,5.857933,1
0,0,1,1,0,0,5.2729998,0
0,0,0,1,0,0,5.0751739,1
1,0,0,1,0,0,5.2470241,
0,0,0,1,1,1,3.8918202,0
1,0,1,1,0,0,4.7004805,0
0,0,0,1,1,1,4.89784,1
0,0,1,1,1,0,5.3890719,1
0,1,1,1,0,1,4.1743875,1
1,0,1,0,0,1,4.0943446,1
1,0,0,1,1,0,,
0,0,0,0,0,1,4.4998097,0
1,0,1,0,0,0,4.8283138,0
1,0,1,0,0,0,6.2045579,1
1,1,0,0,0,0,4.6051702,1
1,0,0,1,0,0,4.8283138,0
0,0,0,1,0,0,4.7449322,1
1,0,0,0,0,0,5.2983174,0
0,0,1,1,1,0,4.7791233,1
0,0,0,0,0,1,4.1743875,1
0,0,1,0,0,1,4.2484951,0
0,0,0,1,1,0,5.0751739,0
1,0,1,1,0,0,5.0689044,0
1,0,0,1,0,0,5.6869755,1
1,0,0,0,0,0,4.4426513,0
0,0,0,1,0,1,4.8283138,0
0,0,1,0,0,0,5.220356,0
1,0,0,1,0,1,4.6051702,0
0,0,1,0,0,0,5.0106354,0
1,1,0,0,0,0,4.8283138,1
0,0,0,1,1,1,4.5432949,1
1,0,0,1,0,0,6.4769726,1
1,0,0,0,0,0,4.7004805,0
0,0,0,1,1,1,4.3820267,1
1,1,0,0,0,1,4.0073333,1
1,0,0,0,0,1,4.4998097,1
0,0,0,0,0,0,4.8040209,0
0,0,0,0,0,0,5.0751739,0
0,0,0,0,0,1,4.3820267,1
0,0,1,1,1,0,5.0625949,0
1,0,0,1,1,0,4.3820267,0
0,0,0,0,0,0,4.7874918,0
1,0,1,0,1,1,5.0106354,0
0,0,0,1,1,1,4.0943446,0
1,0,0,1,0,1,4.3820267,0
0,0,0,1,0,1,4.5747108,1
0,1,1,0,0,0,5.0039463,1
0,0,0,1,1,0,4.8283138,0
1,0,0,1,1,1,3.713572,0
0,0,0,1,1,1,4.8283138,0
1,0,1,1,1,1,4.6539602,0
0,0,0,1,1,0,,0
1,0,0,1,0,1,4.2766662,0
0,0,0,1,1,1,4.7004805,0
1,0,0,1,1,0,5.9269261,0
1,0,0,1,1,0,5.9401712,1
1,1,1,1,1,0,4.9052749,
1,0,0,1,1,1,4.5217886,1
1,0,0,1,0,0,4.1896548,1
0,0,0,1,0,1,4.1743875,1
1,0,0,1,0,0,4.8283138,0
1,0,0,1,1,0,5.6698809,0
0,0,0,1,0,0,5.0106354,0
0,0,0,1,1,0,6.3456364,0
1,0,0,1,1,1,4.4426513,1
0,0,0,1,1,1,4.6913481,1
1,0,0,1,0,0,4.3174882,1
1,1,1,0,0,0,4.8675346,1
1,0,1,0,0,1,4.6728287,0
1,0,0,0,0,1,4.4426513,1
1,0,0,1,0,1,4.8283138,0
0,0,0,0,0,1,4.5538769,0
1,0,0,1,0,1,4.5538769,0
0,0,0,1,0,0,6.2146082,0
0,1,0,1,0,1,4.2341065,1
0,0,0,1,0,0,4.6821313,0
0,0,1,0,0,1,4.0073333,1
0,0,0,1,1,0,5.4638319,1
0,0,0,1,0,1,4.4659081,0
0,0,0,1,0,1,4.0604429,0
0,0,0,1,1,0,5.5174527,0
0,0,0,1,0,0,6.0520892,1
0,0,0,1,0,1,4.4998097,0
0,0,0,1,1,0,5.5012584,1
0,0,0,0,0,0,5.220356,0
0,0,0,1,0,1,3.5553482,0
0,1,1,0,0,0,6.1092477,0
1,1,0,1,0,0,5.1929569,1
1,0,1,0,0,1,5.7037826,0
1,0,0,1,0,1,4.0943446,1
0,0,1,1,1,1,4.0073333,0
0,0,1,1,1,0,5.3890719,1
0,0,0,0,0,0,5.2983174,0
1,0,0,0,0,1,4.7004805,1
1,0,0,1,1,1,4.6051702,1
0,0,0,1,1,1,3.8066626,1
1,0,0,1,0,0,5.9269261,0
0,0,0,1,1,0,5.0106354,1
0,0,0,1,1,0,5.5909872,1
0,0,1,0,0,0,5.2983174,1
1,0,0,0,1,1,3.4011974,0
1,0,1,0,0,1,4.6051702,0
1,0,0,1,1,0,5.9348941,1
0,0,1,1,0,0,6.7153835,1
0,0,1,1,1,1,4.3694477,0
0,0,0,1,0,1,4.7004805,1
1,0,0,1,0,0,6.5439119,1
0,0,0,1,0,1,4.2341065,0
1,0,0,1,0,1,4.0604429,0
0,1,0,0,0,1,4.3174882,0
0,0,0,1,1,1,4.3174882,1
0,0,0,1,0,0,4.7874918,1
1,0,1,1,0,1,4.5538769,1
0,0,1,1,1,0,5.0106354,1
1,0,0,0,0,1,5.0106354,0
0,0,0,1,0,1,4.3820267,1
0,1,0,0,0,1,4.0775375,0
0,0,0,0,0,1,4.5538769,1
1,0,0,1,0,1,4.4426513,0
1,0,0,1,0,1,4.6539602,1
1,0,0,1,0,0,4.8520303,1
0,0,0,1,1,1,3.6888795,0
1,0,0,1,0,0,5.0751739,0
0,0,0,0,0,1,4.8675346,1
0,0,1,1,1,0,5.0434251,0
0,0,1,1,0,0,6.7440591,1
1,0,1,1,1,1,4.0943446,1
1,0,0,1,1,0,5.4161005,0
0,0,0,1,1,1,3.9120231,1
0,0,0,1,0,1,4.3694477,1
0,0,0,1,1,1,4.0604429,1
1,0,1,0,0,0,5.811141,0
1,0,0,0,0,1,6.2146082,0
1,1,0,0,0,1,4.3694477,0
0,0,1,0,0,0,4.882802,0
0,0,0,0,0,0,5.0625949,1
0,0,1,0,0,1,4.0073333,1
1,0,1,1,1,1,4.7874918,0
0,0,0,1,1,0,7.0884089,1
0,0,1,0,0,1,4.6051702,0
1,0,1,1,0,0,4.3820267,
1,0,0,1,1,1,4.1896548,1
0,0,0,1,1,0,4.7449322,0
0,0,0,1,0,1,4.4188404,0
0,0,1,1,0,0,4.9972124,0
1,0,0,0,0,1,4.0943446,1
1,0,0,1,0,0,5.857933,0
0,0,1,1,0,0,5.0814042,0
0,0,0,1,1,0,5.3471074,0
1,1,0,0,1,1,5.0106354,0
1,0,0,1,1,1,4.0073333,0
1,0,0,1,0,0,4.7361984,1
0,0,0,0,0,1,4.8283138,0
0,0,1,1,1,0,4.9052749,1
1,0,0,1,0,0,4.4426513,1
1,0,1,1,1,0,5.0106354,1
0,0,1,1,1,0,4.7874918,1
1,0,0,1,0,0,5.2729998,0
0,0,0,0,0,1,4.8283138,1
1,0,0,1,0,1,4.59512,1
0,0,0,0,0,0,4.3820267,0
0,0,0,1,0,1,4.6539602,1
1,0,0,1,0,1,4.4998097,0
0,0,1,1,1,0,5.0106354,0
0,0,0,0,0,1,5.2983174,1
0,0,0,1,0,1,4.4886365,0
0,0,1,1,0,0,4.4886365,0
1,0,0,1,0,0,4.7004805,0
1,0,0,1,1,0,5.0434251,
0,0,0,0,0,1,5.521461,0
1,0,0,1,1,0,5.2522736,0
1,0,0,1,0,1,4.0943446,0
0,1,0,1,1,0,4.59512,0
0,0,0,1,0,0,4.8675346,1
1,0,0,0,0,1,4.4886365,0
0,0,0,1,1,0,4.5538769,0
0,0,0,0,0,0,4.7791233,1
1,0,1,1,1,1,5.0106354,0
0,0,0,0,1,0,4.59512,0
0,1,0,1,1,1,3.9120231,0
0,0,1,1,1,0,4.59512,1
1,0,0,0,0,0,5.0039463,1
1,0,1,0,0,1,7.377759,0
0,0,0,1,0,0,4.4886365,1
0,0,0,1,1,1,4.2484951,1
1,0,1,1,1,0,5.0039463,0
0,0,0,1,0,0,5.2983174,1
1,0,0,1,1,0,5.6698809,1
1,1,1,0,0,1,4.0943446,0
1,0,1,0,0,0,5.0106354,0
1,0,0,1,1,0,4.4886365,1
1,0,1,1,0,0,4.9416423,0
0,0,0,1,0,1,4.2484951,0
0,0,0,1,1,1,4.8283138,1
0,0,1,0,0,1,4.5217886,1
1,0,1,0,0,1,5.6524892,1
1,0,0,1,1,0,6.7968235,0
0,0,1,1,0,0,4.8202815,0
1,0,1,0,0,1,4.6051702,0
1,0,0,1,1,0,5.6167712,1
1,0,1,1,1,0,5.4764633,0
0,0,1,1,0,1,4.4308167,1
1,0,1,1,0,1,4.9416423,0
0,0,0,1,0,0,4.7621741,0
1,0,0,0,1,1,4.1743875,0
1,0,0,0,0,0,5.9914646,1
1,0,1,1,1,1,4.5217886,1
0,1,1,1,0,1,4.3944492,1
1,0,1,0,0,0,6.1633148,0
1,1,0,1,0,1,4.2484951,1
1,0,0,1,1,1,3.5553482,1
1,0,0,1,0,0,4.6051702,0
1,0,1,0,1,1,4.3174882,0
1,0,0,1,0,1,4.0943446,0
1,1,0,1,1,1,4.3174882,1
1,0,0,1,0,1,4.2904596,0
1,0,1,1,0,0,5.220356,1
0,0,0,0,0,1,4.4998097,1
1,0,1,0,0,1,3.6888795,0
1,0,0,1,0,1,4.1743875,0
0,0,1,1,1,1,4.1743875,0
1,0,0,1,0,0,5.6167712,0
0,0,0,1,1,1,4.2341065,1
1,0,0,1,1,0,5.0106354,0
0,0,0,1,0,0,4.8202815,0
1,0,1,1,1,1,3.871201,0
1,0,1,1,1,1,3.7841897,0
0,1,0,0,0,0,4.4426513,0
1,0,0,0,1,0,5.1647859,0
1,0,0,1,0,0,4.9416423,0
1,0,0,1,1,1,4.7874918,1
0,0,0,1,0,0,5.2417469,0
1,0,0,1,1,0,4.6249728,1
1,0,1,0,0,1,5.521461,0
1,0,1,1,1,0,5.1647859,0
1,0,0,1,0,1,4.4773369,0
1,0,0,1,1,0,4.9698133,
0,0,0,0,0,1,4.59512,0
0,0,0,0,1,1,4.6051702,0
1,0,0,1,1,1,4.3174882,0
0,0,0,0,1,0,5.2983174,0
0,0,1,1,1,0,4.59512,0
1,0,1,1,1,0,5.0751739,0
1,0,1,0,0,0,5.5174527,0
0,0,1,1,0,0,4.7095304,0
0,0,0,1,0,1,4.0943446,1
0,0,0,1,0,0,5.32301,0
1,0,1,1,0,1,4.0775375,1
1,0,0,1,1,0,5.0106354,1
0,1,1,1,0,0,5.0304379,0
0,0,0,0,0,0,4.934474,0
0,0,0,1,1,0,4.7449322,1
1,0,1,1,0,1,4.4426513,1
0,0,0,0,1,1,4.7874918,1
0,0,0,1,1,0,4.8598123,1
0,0,0,1,1,1,3.9120231,1
1,0,0,1,1,1,4.3820267,1
1,0,0,1,0,0,6.1092477,1
0,0,0,0,0,0,5.1929569,1
0,0,0,1,0,0,6.1312265,0
1,0,1,1,1,0,5.32301,1
1,0,0,1,1,0,4.7449322,0
1,0,0,0,0,1,3.9120231,0
0,0,0,1,0,0,5.0751739,0
1,0,0,1,1,1,4.8675346,0
0,0,0,1,1,1,4.7791233,1
0,0,0,1,0,0,5.2983174,0
0,0,1,1,1,1,4.3694477,0
0,0,0,1,1,1,4.9052749,1
0,0,0,1,0,0,5.2933049,0
0,0,0,1,0,0,5.1647859,1
1,0,0,1,0,1,4.3820267,0
0,1,0,0,0,1,5.0106354,0
1,1,1,0,0,1,4.5538769,0
1,0,0,0,0,0,5.7004437,0
1,0,1,1,0,0,4.6051702,0
1,0,1,1,0,0,4.8283138,0
0,0,0,0,0,1,5.1532917,1
1,0,0,0,0,1,4.59512,1
1,0,0,1,0,0,4.7874918,0
1,0,1,1,0,1,4.4426513,1
0,0,0,1,1,0,4.3820267,0
1,0,0,0,0,0,5.521461,0
0,0,1,1,0,1,4.3820267,0
1,0,0,1,1,0,5.2983174,0
0,0,1,0,0,0,4.8283138,0
0,0,0,1,1,1,3.8066626,0
0,0,1,1,1,0,4.9052749,0
0,0,0,1,1,1,4.2341065,0
0,0,1,1,1,1,3.3672957,1
1,0,1,0,1,1,4.2484951,0
1,0,0,0,0,1,4.3820267,0
1,0,0,0,0,0,4.8675346,1
0,0,0,1,0,0,4.9904327,0
0,0,0,0,0,0,4.8441873,0
1,0,0,1,0,1,4.6913481,0
1,0,0,1,1,0,5.1357985,0
0,0,1,1,0,1,4.2484951,1
0,0,0,0,0,0,6.6846118,1
1,0,0,1,1,0,4.3174882,1
1,1,0,1,0,0,5.9914646,0
1,0,0,0,0,0,,
0,0,0,1,0,0,5.6167712,1
1,0,1,1,0,0,5.0106354,0
1,0,0,1,0,0,6.0520892,0
1,0,0,1,0,0,5.0751739,
0,0,1,1,0,1,4.8283138,0
1,0,0,0,0,0,5.0106354,0
1,0,0,1,1,1,4.1743875,0
0,0,0,0,1,1,3.8066626,1
1,1,0,0,1,1,4.0943446,1
0,0,0,0,0,1,4.1743875,1
0,0,0,1,0,1,3.7841897,1
1,0,0,1,1,0,5.6937323,0
0,0,1,1,0,0,6.1923623,0
1,0,0,0,0,1,4.4426513,0
0,0,1,0,0,1,4.3174882,1
0,0,0,1,1,0,4.5538769,1
1,1,1,0,0,1,3.9120231,0
1,0,0,0,0,1,4.3820267,0
1,0,0,0,1,1,5.0751739,0
0,0,0,1,1,0,6.0684257,0
1,0,0,0,0,1,4.0943446,1
0,0,0,1,1,1,4.2766662,1
1,0,0,1,1,0,6.2045579,0
0,0,1,0,0,0,4.4426513,
0,0,1,0,0,0,5.2729998,0
1,0,0,1,1,0,4.7449322,1
0,0,0,0,1,0,6.1092477,1
0,0,0,1,0,0,4.9767337,0
0,0,0,1,1,1,4.8283138,1
1,0,1,1,0,1,4.5432949,0
1,0,0,1,1,1,4.3694477,0
0,0,1,1,0,0,5.857933,0
1,0,0,1,0,0,5.433722,0
0,0,0,0,0,1,5.7037826,0
1,0,0,1,1,1,4.1743875,1
0,0,1,1,0,0,5.4380794,1
1,0,1,1,1,0,5.857933,0
1,0,1,1,0,1,4.4308167,0
0,0,0,1,1,0,5.2983174,1
0,1,0,0,1,1,4.0943446,1
1,0,0,1,0,0,5.6167712,0
1,0,1,1,1,0,4.4426513,1
1,0,0,0,0,0,4.9416423,1
1,0,0,1,1,0,5.1929569,1
0,0,0,1,0,1,4.0943446,0
0,0,0,0,0,1,4.9767337,0
1,0,1,1,0,0,5.2882671,0
1,0,0,1,1,1,3.9512436,0
0,0,0,1,1,0,5.0106354,1
0,0,0,1,0,1,4.3820267,0
0,0,1,1,1,0,5.2933049,1
0,0,0,1,0,0,6.6833611,0
0,0,0,1,1,1,3.871201,1
0,0,0,1,1,0,5.2983174,0
1,0,0,1,0,1,4.2484951,0
1,0,1,1,0,0,4.59512,
0,0,0,1,0,1,3.9120231,1
1,0,0,1,1,0,5.7037826,0
1,0,0,0,1,1,4.6539602,1
0,0,0,0,1,1,5.4889379,1
1,0,1,0,0,1,4.2484951,0
1,0,0,1,1,1,4.1743875,0
1,0,0,1,1,1,4.3174882,0
1,0,0,1,1,1,4.2766662,1
0,0,0,1,0,0,5.0689044,1
0,0,1,1,0,0,5.2983174,1
0,0,0,0,0,1,5.7037826,0
0,0,1,1,0,0,4.1271343,0
1,0,0,1,0,0,4.3820267,0
0,0,0,1,0,1,5.521461,1
1,0,1,0,0,0,4.4426513,0
0,0,1,1,1,1,4.4426513,1
0,0,1,0,0,1,3.8918202,0
1,0,0,1,1,1,4.59512,0
1,0,0,1,0,1,4.1743875,0
0,0,0,1,1,0,5.6869755,0
0,0,0,1,0,0,4.9767337,1
1,0,1,1,0,0,5.2983174,0
1,0,0,1,0,1,4.7874918,1
0,0,0,1,1,0,5.4293456,0
0,0,0,1,0,1,4.4426513,1
1,0,0,0,0,0,4.8675346,0
1,0,0,0,0,0,5.521461,0
1,0,1,1,1,1,4.4426513,0
1,0,1,1,0,0,4.8362818,1
0,0,0,0,0,0,7.6009026,0
1,0,1,0,0,1,3.8918202,0
0,0,0,1,1,0,5.57973,0
0,0,1,1,1,0,7.9193563,0
1,0,1,0,0,0,6.6846118,0
0,0,0,0,0,0,4.9052749,0
1,0,1,0,1,0,5.4161005,1
0,0,1,0,1,1,4.3174882,1
1,0,0,1,0,0,4.8283138,1
0,0,0,1,1,0,5.1647859,1
0,0,0,0,0,1,4.3174882,1
1,0,0,1,0,0,5.8348107,0
1,0,0,1,1,0,6.1737862,0
1,0,0,0,0,1,3.6888795,1
0,0,0,0,0,0,5.521461,0
0,0,0,1,1,0,4.59512,1
1,0,0,1,1,0,4.9767337,0
0,0,0,1,1,1,4.3174882,1
0,0,0,0,1,0,5.6347895,1
1,0,0,1,1,0,5.9269261,0
1,0,0,0,1,0,5.857933,0
1,0,0,1,0,0,4.4308167,1
0,0,1,1,1,0,5.9788857,1
0,0,0,0,0,1,4.8283138,0
0,0,0,0,0,0,5.1647859,0
0,0,1,1,0,0,5.4161005,0
0,0,0,0,0,1,4.4308167,1
1,0,0,1,1,0,4.7874918,0
1,0,1,1,1,1,3.8066626,1
1,0,0,1,0,0,5.5012584,0
1,0,0,1,0,1,4.0073333,0
0,0,0,0,0,1,4.4886365,1
0,0,0,1,1,1,4.0943446,1
1,0,1,1,0,1,4.3174882,0
0,0,0,1,1,0,8.4118328,0
1,0,0,1,0,0,6.1092477,0
0,0,0,1,1,0,5.9375362,1
0,0,0,1,1,0,5.9375362,0
1,0,0,1,0,0,5.0434251,0
1,0,0,0,0,0,4.934474,1
0,0,1,1,0,0,5.7037826,0
0,1,0,1,0,0,5.0751739,0
0,0,0,1,1,1,3.8918202,1
0,0,1,1,0,0,6.2146082,0
1,0,0,1,1,0,5.0106354,0
0,0,1,0,0,1,5.2470241,0
0,0,0,0,0,0,5.5174527,0
1,0,0,0,1,1,3.2188759,0
0,0,0,0,1,1,4.0943446,0
1,0,0,1,1,1,4.6051702,1
1,0,0,1,0,0,,
1,1,0,0,0,1,4.6051702,1
0,0,0,0,0,1,4.8283138,0
1,0,0,1,0,1,4.1743875,1
0,0,0,1,0,0,4.9052749,0
1,1,0,0,0,1,5.7037826,0
0,0,1,0,0,0,5.857933,0
0,0,0,0,1,0,5.521461,0
1,0,0,1,1,1,4.8283138,1
0,0,1,1,0,0,4.7449322,0
1,0,0,1,0,1,4.0943446,1
1,0,0,0,1,0,5.0106354,0
1,0,0,1,0,0,5.7838254,0
1,0,0,1,1,1,3.9512436,0
0,0,0,0,0,0,4.4188404,0
0,0,0,0,0,0,5.1929569,0
1,0,1,1,1,0,6.4769726,0
0,0,0,1,0,0,4.7095304,0
0,0,0,1,0,0,5.857933,1
0,0,0,1,1,1,4.5538769,1
0,0,0,1,1,0,5.2983174,1
0,0,0,0,0,1,3.4011974,0
0,0,0,0,0,1,3.9120231,0
1,0,0,1,1,1,4.4773369,1
0,0,1,1,0,0,5.2417469,1
1,0,0,1,1,1,4.7874918,1
1,0,0,1,1,1,3.6888795,0
1,0,1,0,0,1,4.3694477,0
1,0,1,1,1,0,5.5174527,0
0,0,0,1,1,0,5.556828,1
1,0,0,1,0,1,4.2341065,1
1,0,0,1,1,1,4.5538769,0
0,0,1,1,1,0,5.1357985,0
1,0,0,0,0,1,4.6051702,0
1,0,0,1,0,1,4.2341065,0
1,0,1,1,0,1,4.0073333,0
0,0,1,0,0,1,5.2470241,0
1,1,0,1,0,1,4.5538769,1
0,0,0,0,1,1,4.6051702,0
1,0,0,0,0,0,5.6869755,1
1,0,0,1,0,1,4.5538769,0
1,0,0,1,1,1,4.0943446,1
1,0,1,1,1,0,5.0106354,0
1,0,0,1,0,0,4.8283138,0
1,0,0,1,1,1,4.2341065,0
0,0,0,1,1,0,4.8283138,1
1,0,0,1,1,1,3.8918202,1
1,0,1,1,1,0,4.934474,0
1,0,0,1,1,0,5.0498562,0
1,0,1,1,0,0,4.7621741,0
1,0,0,0,0,0,6.1420374,0
1,0,0,1,1,1,4.2484951,0
0,0,1,1,1,0,4.8903489,1
1,1,0,1,1,1,4.2484951,1
1,0,1,1,0,0,5.6167712,0
1,0,0,0,0,0,5.855072,0
1,0,0,1,0,0,5.0106354,1
0,0,1,0,0,0,4.8675346,0
0,0,1,1,0,1,4.59512,0
1,0,1,1,0,0,5.1929569,1
0,1,0,0,0,1,4.7874918,1
0,0,1,1,0,0,4.9052749,0
1,0,1,1,0,1,4.5538769,0
0,0,1,1,0,0,6.2146082,0
0,0,0,1,1,1,4.2341065,1
1,0,0,1,1,0,4.7791233,0
1,0,0,1,1,1,4.9416423,1
0,0,0,1,1,1,4.1743875,1
0,0,0,1,1,0,4.5432949,1
0,0,1,1,1,0,5.2933049,1
0,1,1,0,1,1,4.3040652,0
1,0,0,0,0,0,5.0751739,0
0,1,1,0,0,1,4.5538769,1
0,0,0,1,1,0,5.521461,0
0,0,1,1,0,1,5.0039463,1
1,0,1,1,1,1,4.0073333,1
1,0,1,1,0,1,4.2484951,0
0,0,0,0,0,1,4.1108737,1
0,0,1,0,0,1,4.4426513,1
1,0,0,0,1,1,4.7874918,0
1,0,1,1,1,0,7.8236461,1
1,0,0,1,0,1,4.4773369,1
1,0,1,0,0,0,5.0689044,1
0,0,1,1,0,0,5.3706379,0
0,0,1,0,0,0,4.2484951,0
0,0,0,0,0,1,4.2484951,1
1,0,0,1,0,1,4.6051702,1
1,0,1,1,0,0,4.6051702,1
0,0,1,1,1,0,5.2781148,
1,0,0,1,0,1,4.8283138,0
0,0,1,0,0,0,4.7874918,0
0,0,0,0,0,1,4.3438053,0
1,0,0,1,0,0,4.5108595,1
0,1,0,1,1,1,4.1743875,1
0,0,0,1,1,1,4.2341065,1
0,0,1,1,1,1,3.6888795,0
1,0,1,0,0,1,3.8918202,0
1,0,0,1,0,1,4.4426513,0
0,0,0,0,0,0,5.0106354,0
0,0,0,1,0,0,4.7004805,1
0,0,0,1,0,0,4.5538769,0
0,0,0,0,0,1,5.1059456,0
1,0,1,1,1,0,4.8675346,0
0,0,0,1,1,1,4.4426513,0
0,0,1,0,0,0,5.2933049,1
0,0,1,1,0,0,5.9788857,1
0,0,0,1,0,0,4.8283138,1
0,0,0,0,0,1,4.6051702,1
0,0,0,1,0,0,5.0106354,0
1,0,0,0,0,1,4.4426513,1
1,0,0,1,0,0,4.59512,1
0,0,0,0,0,1,3.8066626,
1,0,0,1,0,0,4.934474,0
1,0,0,1,1,1,3.9120231,1
0,0,0,0,1,1,4.6051702,0
1,0,0,1,0,1,4.6347289,0
0,0,0,0,0,0,5.1298985,0
1,0,0,0,0,1,5.9914646,0
1,0,1,0,1,0,5.0039463,0
1,0,0,1,1,0,4.6728287,1
0,0,0,1,1,0,4.934474,1
0,0,1,1,0,1,4.4308167,0
0,0,0,1,1,1,4.0073333,1
1,0,1,1,0,0,5.9269261,0
1,0,0,1,1,0,5.4971681,1
0,0,1,0,0,1,3.9120231,1
1,1,0,0,0,1,4.3438053,0
1,0,0,1,0,1,5.0106354,1
0,0,0,1,1,1,4.5643482,1
0,0,0,0,1,0,6.6846118,1
0,0,0,1,1,1,3.8918202,0
0,0,0,1,1,0,5.6869755,0
1,0,0,1,0,0,4.7791233,0
0,0,0,0,0,0,5.2729998,0
1,0,0,1,0,1,4.6539602,0
1,0,0,1,0,1,4.5538769,1
1,0,0,1,1,0,5.220356,0
0,0,1,1,1,1,4.4886365,1
0,0,0,1,0,0,4.9767337,0
0,0,1,0,0,0,5.1647859,0
0,0,1,1,1,0,5.2933049,1
1,0,0,1,0,1,3.9120231,1
0,0,0,1,1,1,3.9318256,1
0,0,0,1,0,0,5.0106354,1
0,0,0,1,0,0,5.5947113,0
0,0,1,0,0,1,6.2146082,1
0,0,0,1,0,1,4.3174882,0
1,0,0,1,0,0,5.0751739,1
1,0,1,1,0,1,3.8066626,0
0,0,0,1,1,1,4.5538769,0
1,0,0,0,0,0,5.1647859,0
0,0,1,0,1,1,4.4998097,0
1,0,0,1,0,1,4.4998097,1
0,0,1,1,0,1,4.2484951,0
1,0,1,1,0,1,4.1743875,1
1,0,1,1,1,0,5.3936276,0
0,0,0,1,1,1,4.0775375,1
1,0,0,1,0,1,3.6888795,1
0,0,0,1,1,0,4.7874918,
1,0,1,1,0,0,5.2729998,1
0,0,0,1,1,1,5.1059456,0
1,0,0,1,0,1,3.9889841,0
1,0,0,1,0,1,4.1743875,0
0,1,1,0,0,0,5.7037826,0
1,0,1,1,1,1,5.220356,0
0,0,1,1,1,1,4.59512,0
1,0,0,1,0,1,4.2626801,0
1,0,0,0,1,0,4.7874918,1
1,0,0,0,1,1,4.6821313,0
1,0,0,1,1,1,4.59512,0
1,0,1,1,0,0,4.4308167,0
0,0,1,1,0,1,4.7004805,0
1,0,0,1,0,0,5.2882671,0
1,0,0,0,0,1,4.2484951,0
1,0,0,0,1,0,5.7037826,1
1,0,0,1,0,1,4.0073333,0
0,0,1,1,0,0,4.9052749,0
1,0,0,1,1,0,4.9052749,1
0,1,0,1,0,0,4.7791233,0
0,0,0,1,1,1,3.6375861,0
0,0,0,1,0,0,5.0106354,1
0,0,0,0,0,0,4.8598123,1
1,0,0,0,0,1,4.0604429,0
1,0,0,1,1,1,4.59512,0
0,0,0,1,0,0,4.5538769,1
0,1,0,0,1,1,4.1743875,0
1,0,0,1,1,1,4.4426513,0
0,0,1,1,1,1,4.4426513,1
1,0,0,0,0,0,5.1647859,0
0,0,1,1,1,1,4.4426513,0
1,0,0,0,0,0,5.3936276,1
1,0,0,1,1,1,4.0604429,1
1,0,0,1,1,0,4.4998097,0
0,0,0,1,0,0,6.872128,1
1,0,0,0,0,0,5.0751739,1
0,0,0,1,0,0,5.2933049,0
1,0,0,1,1,1,4.4886365,1
0,1,0,1,1,0,4.934474,0
0,0,1,1,1,0,4.9767337,1
0,0,0,0,0,1,3.4965076,0
1,0,0,1,1,1,4.2195077,0
1,1,0,1,0,1,4.3694477,0
0,0,1,1,1,1,4.6051702,1
1,0,1,1,1,1,4.0943446,0
0,0,0,0,0,0,5.2983174,0
0,1,0,1,0,1,3.871201,1
0,0,0,1,1,0,5.2522736,1
0,0,0,1,1,0,7.0475173,1
1,0,1,0,1,1,4.1743875,1
0,1,0,0,1,1,4.3174882,1
1,0,1,1,1,1,4.0943446,1
1,1,1,0,0,1,4.8283138,0
1,0,0,1,0,1,4.0775375,1
0,0,0,0,0,1,4.0073333,0
1,0,0,1,1,1,4.1743875,0
1,0,0,1,1,0,5.32301,0
0,0,0,1,1,1,4.7535901,1
0,0,1,1,0,0,6.0520892,1
0,0,0,1,1,1,3.8066626,1
1,0,0,1,1,1,4.0073333,0
0,0,1,1,0,0,5.220356,1
1,0,0,1,0,0,5.2933049,1
0,0,1,1,1,1,3.6888795,1
1,0,0,1,0,0,4.8283138,0
1,0,0,1,0,1,4.6051702,0
0,0,0,0,0,0,5.2983174,0
0,0,0,1,1,0,5.7037826,1
0,0,1,1,0,1,4.2766662,1
0,0,0,0,0,0,5.0106354,1
1,0,0,1,0,1,4.4426513,1
1,0,1,1,0,0,4.6728287,0
