guest_black,host_race_black,host_gender_M,ten_reviews,multiple_listings,shared_property,log_price,yes
1,0,0,1,1,0,5.7004437,0
1,0,0,1,0,1,4.2195077,0
0,0,1,1,0,0,4.4886365,0
1,0,0,0,0,0,4.7449322,0
1,0,0,1,0,0,5.6167712,1
0,0,0,1,0,0,4.6539602,1
1,0,1,1,0,0,7.0900769,0
0,0,0,0,0,0,5.857933,1
0,0,0,1,0,0,4.5538769,1
1,0,1,1,0,1,4.3174882,0
1,0,0,0,0,0,5.6869755,0
0,0,0,1,0,0,5.0434251,0
1,0,0,1,0,0,4.6539602,1
1,0,0,1,1,0,5.2983174,0
1,0,1,1,0,0,5.2470241,0
0,0,1,1,1,0,6.906755,0
1,0,0,1,0,1,4.4998097,0
1,0,0,1,0,0,,
0,0,0,1,0,0,4.8598123,1
0,0,0,1,1,0,5.1059456,1
1,0,1,1,1,1,4.0943446,0
1,0,0,1,0,0,4.8283138,0
0,0,1,0,0,0,5.2983174,1
0,0,0,1,1,1,3.8918202,1
0,0,0,1,0,0,5.2933049,1
0,0,0,1,0,1,4.4426513,0
0,0,0,1,1,1,4.0943446,1
1,0,1,0,0,0,4.7874918,0
1,0,0,1,0,0,4.4426513,1
0,1,1,1,0,0,,0
1,0,1,0,0,0,5.7838254,1
1,0,0,1,1,1,4.4886365,1
1,0,0,1,0,0,4.7004805,1
0,1,0,0,0,1,4.8283138,0
1,0,0,1,1,0,4.6249728,1
0,0,0,1,1,0,5.6312118,0
0,0,1,0,1,0,7.0021558,1
1,0,0,1,0,0,5.0434251,0
1,0,0,0,0,1,3.6375861,0
1,0,1,1,0,0,,0
0,0,1,0,0,0,6.1070228,1
1,0,1,1,1,0,5.2417469,1
0,0,1,0,0,0,4.6151204,1
0,0,1,0,0,0,5.480639,1
0,0,0,1,0,0,4.6539602,0
0,0,0,1,1,0,6.5439119,0
0,0,0,1,0,0,5.2729998,0
1,0,0,0,0,0,4.6051702,0
0,0,1,1,1,0,5.1647859,1
1,0,0,1,0,1,4.6821313,0
0,0,0,1,0,0,4.6913481,1
1,0,0,1,1,1,4.7004805,0
1,0,0,0,1,0,6.2146082,0
0,1,0,0,0,1,4.5538769,0
1,0,1,1,0,0,6.3080983,0
1,0,1,1,0,0,5.2983174,0
1,0,0,1,1,1,4.1743875,1
1,0,0,0,0,1,5.9269261,0
0,0,1,0,1,1,3.8066626,0
0,0,0,1,1,0,5.0039463,1
0,1,1,1,1,0,5.3706379,1
1,0,0,1,1,0,5.0106354,0
0,0,0,0,1,0,5.521461,0
0,0,0,1,0,0,4.7095304,1
0,0,0,1,1,0,5.521461,1
1,0,0,1,1,1,4.1743875,1
1,0,0,0,0,0,5.857933,0
1,0,1,1,0,0,3.8066626,0
0,0,0,1,0,1,4.0775375,0
0,0,1,1,1,0,5.5412636,1
1,0,1,0,0,0,4.9767337,0
0,0,0,1,1,0,5.1929569,1
0,0,1,1,1,0,5.521461,0
0,0,1,1,0,0,4.9052749,0
0,0,0,1,0,0,5.220356,1
1,0,1,1,1,0,5.9401712,0
0,0,0,0,0,0,5.2983174,0
0,0,0,1,0,1,4.4773369,1
0,0,0,0,0,0,4.3820267,
0,0,1,0,0,1,4.2195077,1
1,0,0,1,0,0,4.4998097,1
0,0,0,1,1,1,4.6051702,1
0,0,0,0,0,0,,0
1,0,0,1,0,1,4.3174882,1
1,0,0,0,0,1,4.4998097,0
0,0,0,1,0,1,4.7874918,1
0,0,0,0,0,1,4.3174882,0
0,0,0,1,1,0,4.3694477,0
0,0,1,0,0,0,5.0689044,0
1,0,1,1,1,1,3.9120231,0
1,0,0,1,1,0,4.7874918,0
1,0,1,0,0,0,4.8283138,0
1,0,0,1,0,0,5.2729998,0
0,0,1,0,0,0,5.5174527,1
1,0,0,0,0,0,5.2729998,0
1,0,0,1,0,1,4.3820267,0
1,0,1,0,0,1,4.6051702,0
0,0,0,0,0,0,5.6167712,0
0,0,0,1,1,1,4.6051702,0
1,0,0,1,0,1,4.1743875,0
0,0,1,1,1,0,5.3936276,0
1,0,0,1,0,1,4.4067192,0
1,0,0,1,0,0,4.3944492,0
0,0,0,1,0,0,4.9052749,1
0,0,0,1,0,1,4.0775375,0
1,0,1,0,0,1,4.9052749,0
1,0,1,1,1,0,5.521461,0
0,0,0,1,0,0,4.4308167,0
1,0,0,1,1,0,4.5538769,1
1,0,0,1,0,1,4.3174882,0
0,0,0,0,0,0,5.1647859,0
1,0,0,1,1,0,5.8833222,0
0,0,0,1,1,1,4.9272537,0
1,0,0,1,0,0,4.6051702,
0,0,0,0,0,0,4.7874918,1
0,0,0,1,1,1,4.8283138,0
1,0,0,0,0,1,4.8283138,0
1,0,1,1,1,0,4.8283138,0
1,0,0,0,0,1,4.5538769,1
1,0,0,0,1,0,5.2983174,1
1,0,0,0,0,0,5.480639,0
1,0,1,1,1,1,4.2195077,0
0,0,1,0,0,1,5.0238805,0
1,0,1,1,0,0,4.934474,0
0,0,0,1,0,1,4.0073333,0
1,0,0,1,0,1,4.7449322,1
1,0,0,1,1,0,5.3844953,1
1,0,0,0,0,0,4.9416423,0
1,0,1,1,1,0,4.5432949,1
1,0,0,1,0,0,5.0689044,1
0,0,0,1,1,0,4.6539602,1
1,0,0,1,1,0,5.2933049,1
0,0,0,0,1,0,4.5538769,0
0,0,0,1,1,0,4.7273879,1
1,0,0,1,0,0,6.075346,0
0,0,1,1,1,1,4.4886365,0
1,0,0,0,1,1,4.6051702,
1,0,0,1,0,0,4.8283138,1
1,0,1,1,0,0,4.89784,0
0,0,0,1,1,0,5.6167712,1
1,0,0,1,1,1,4.7004805,0
0,0,0,1,1,0,4.59512,1
1,0,0,1,0,1,4.5538769,0
0,0,1,1,0,1,4.1896548,1
1,0,0,1,0,0,4.7449322,0
1,0,1,1,1,0,4.7791233,1
1,0,0,1,0,0,4.7449322,1
1,0,0,1,1,0,5.0434251,1
0,0,0,1,1,0,4.9767337,1
1,0,0,1,0,0,5.1474943,0
0,0,1,1,1,0,4.7004805,1
1,1,0,0,0,1,5.2933049,0
1,0,1,0,0,0,,
1,0,1,0,0,1,5.7037826,0
1,0,1,1,1,1,4.2341065,0
1,1,0,1,0,1,4.0073333,1
1,0,0,1,0,1,4.8283138,1
0,0,1,0,0,0,5.1929569,0
0,0,0,1,1,0,5.521461,0
0,0,1,0,0,0,4.8283138,0
0,0,0,1,0,0,5.0751739,0
1,0,1,1,0,1,4.2341065,0
1,0,1,1,1,0,4.59512,1
1,1,0,0,0,0,4.3694477,0
0,0,0,1,1,0,4.4426513,1
1,0,0,1,1,0,4.8283138,1
0,0,1,1,1,1,4.9767337,1
1,0,0,0,0,0,4.3820267,0
1,0,0,1,0,1,4.6051702,0
0,0,0,1,1,0,6.5496507,0
1,1,1,1,1,1,3.9702919,1
1,0,1,1,1,0,5.187386,1
1,1,0,0,0,0,5.9914646,0
0,0,0,1,0,0,4.4998097,1
0,0,0,1,0,1,4.6051702,1
0,0,0,1,0,1,4.0775375,1
1,0,0,0,0,1,4.3174882,0
0,0,0,0,1,1,5.0106354,0
0,0,1,1,1,0,6.6592941,0
1,0,0,0,1,1,5.0039463,1
0,0,0,1,1,0,5.6903596,0
1,0,0,1,0,1,4.5538769,1
1,0,0,1,1,0,6.6463904,0
0,0,0,1,0,0,4.2484951,0
1,0,0,0,0,1,5.0106354,0
0,0,1,1,1,1,4.3820267,0
1,0,1,0,1,0,5.9788857,0
0,0,1,0,0,1,5.1298985,0
1,0,1,1,1,0,6.5366917,1
0,0,1,1,0,0,5.6312118,
0,0,1,1,0,0,7.5983992,0
1,1,0,1,1,1,4.2484951,1
1,1,0,0,0,0,4.7004805,1
0,0,0,1,0,1,4.0943446,1
1,1,1,0,0,1,4.2484951,1
1,0,1,1,0,0,5.4161005,0
0,0,1,1,0,0,4.934474,0
1,0,1,0,0,0,5.0106354,0
1,1,0,1,0,0,5.1647859,1
0,0,1,1,0,0,5.2364421,0
1,0,1,0,0,0,4.8283138,0
1,0,0,0,0,0,6.3969297,0
0,0,0,0,0,1,4.2484951,0
0,0,1,1,0,0,5.0369525,1
1,0,1,1,1,0,4.3174882,1
0,0,0,1,0,1,4.6051702,0
0,0,0,1,1,1,3.7376697,0
0,1,0,0,0,1,5.0106354,0
0,0,1,1,1,0,4.0775375,0
1,0,0,0,0,1,3.7612002,0
0,0,0,0,0,1,4.3820267,0
1,0,0,0,0,0,4.9416423,1
0,1,0,0,0,0,5.0106354,1
1,0,0,1,0,1,4.6051702,0
0,0,1,1,1,1,4.0073333,1
0,0,0,1,1,1,4.4426513,0
0,0,1,0,1,1,4.2341065,0
0,0,0,0,0,0,5.0434251,1
1,0,0,0,0,0,4.7791233,1
0,0,0,1,1,0,5.2417469,0
0,0,0,1,0,0,4.59512,1
0,0,0,0,1,1,3.7841897,0
1,0,1,1,0,0,5.521461,0
1,0,0,0,0,0,4.59512,0
1,0,0,0,0,0,6.8023949,0
1,0,0,1,0,0,6.0520892,0
0,0,0,1,1,0,5.1059456,0
1,1,1,0,0,1,4.0943446,0
1,0,0,0,1,1,4.0073333,1
0,0,0,0,0,0,4.3820267,0
1,0,0,1,1,1,4.3820267,0
1,0,1,1,1,1,4.5538769,0
0,1,0,0,0,1,6.3969297,0
1,0,1,1,1,1,4.1743875,0
0,0,0,0,0,1,5.521461,0
1,1,1,1,0,1,4.6151204,1
0,0,1,1,1,1,4.3820267,0
0,0,1,0,1,1,3.9120231,0
0,0,1,1,1,0,5.6869755,1
1,0,0,1,1,0,5.220356,0
1,0,1,1,1,1,4.2195077,1
0,0,0,1,1,0,5.187386,0
1,0,0,0,0,1,4.6051702,0
1,0,1,0,0,0,,0
0,0,0,1,1,1,3.9120231,1
1,0,1,1,1,1,4.2341065,1
1,1,1,0,0,1,4.6051702,0
0,1,0,0,0,1,4.4426513,0
1,0,1,1,1,0,5.31812,0
0,0,0,1,0,0,4.4886365,1
0,0,0,1,1,0,4.8283138,1
0,0,0,0,0,0,6.9077554,0
1,0,0,1,1,0,5.4161005,1
0,0,0,1,1,0,4.7706847,1
0,0,0,0,0,1,4.6051702,0
0,0,0,0,1,0,5.7004437,1
0,0,0,0,0,0,4.5538769,0
0,0,0,1,1,0,5.7990928,0
0,0,0,1,1,0,5.0751739,0
0,0,0,0,0,1,4.3820267,1
1,0,1,0,0,1,4.0775375,0
1,0,0,0,0,1,4.4886365,1
0,0,1,0,0,0,5.2983174,0
1,0,0,1,1,0,5.1059456,0
0,0,1,1,0,0,4.9767337,0
1,0,1,1,1,1,3.6375861,1
0,0,0,0,0,0,4.8283138,1
1,0,1,1,0,0,4.5538769,1
1,0,0,0,0,1,4.7004805,1
0,0,0,1,0,1,5.1647859,0
0,0,0,0,0,1,4.3174882,1
1,1,0,1,0,1,4.1743875,1
0,0,0,1,0,0,4.6728287,1
0,0,1,0,0,0,4.6051702,1
0,0,1,1,0,0,6.3885612,0
0,0,0,0,0,1,3.9120231,0
1,0,0,0,0,0,5.0751739,0
1,0,0,1,0,1,4.7449322,1
1,0,0,1,0,1,4.2195077,0
1,0,1,1,0,1,4.7004805,0
0,0,0,0,0,0,5.857933,0
0,0,0,1,1,1,4.6051702,0
1,0,0,0,0,0,5.1647859,0
0,0,0,0,0,1,5.0106354,0
1,0,1,1,0,1,3.8066626,0
0,0,0,0,0,0,4.8598123,0
0,0,0,1,1,0,5.6869755,0
1,0,0,0,1,0,6.3885612,1
1,0,0,0,0,0,4.7874918,0
0,0,1,0,0,0,5.0106354,0
0,0,0,1,0,1,3.8066626,0
0,1,0,0,0,1,4.6051702,0
1,0,1,1,1,0,6.856462,0
0,0,0,0,0,0,,0
1,0,0,1,1,0,4.59512,1
0,0,1,0,0,0,5.2983174,0
1,0,0,1,1,0,5.0039463,0
0,0,0,0,0,1,4.2341065,0
0,0,0,1,1,1,3.6888795,0
1,0,0,1,0,0,4.8283138,0
0,0,0,0,0,0,5.1357985,1
0,0,1,1,0,0,4.59512,1
0,0,0,0,1,0,5.4553213,1
0,0,1,0,0,0,6.2146082,0
0,0,0,1,0,1,4.2484951,1
0,0,0,0,1,0,5.1059456,1
1,0,1,1,1,0,5.2417469,
0,1,1,0,0,1,4.4998097,0
1,0,1,1,0,0,5.5174527,1
1,0,1,1,0,1,4.3820267,1
0,1,1,1,1,0,5.46806,1
1,0,0,1,1,0,4.8675346,1
1,0,1,0,0,0,6.3099184,1
0,0,0,0,0,0,6.1312265,0
1,0,1,1,0,0,5.7838254,0
0,0,0,1,1,0,4.7874918,1
1,0,0,1,0,1,4.2484951,0
1,0,0,1,1,0,5.0106354,1
1,0,0,1,0,0,5.9889612,1
0,1,1,0,0,0,5.7004437,0
1,1,0,0,0,0,4.9416423,0
0,0,0,0,0,0,4.9416423,0
0,0,0,1,1,0,5.7037826,1
1,0,1,1,1,1,4.8283138,0
1,0,0,1,1,0,5.2933049,1
0,0,0,1,0,1,4.7874918,0
1,0,0,0,0,0,4.3820267,0
0,0,0,0,0,0,6.5510802,0
0,0,0,0,0,0,5.4161005,0
0,0,0,0,0,1,4.4998097,0
0,0,0,1,1,0,4.5747108,1
0,0,0,0,0,0,6.2146082,0
0,0,0,0,0,0,5.2933049,1
1,0,0,0,0,1,4.1743875,1
0,0,0,1,1,0,6.3099184,0
0,0,0,0,0,0,5.6524892,0
0,0,1,1,0,1,4.6051702,1
1,0,0,0,0,0,5.3936276,0
0,0,1,0,0,0,4.8283138,1
0,0,0,1,0,0,5.9889612,0
1,1,0,1,0,1,4.0253515,0
1,0,0,0,0,0,5.2417469,0
0,1,1,1,0,0,4.9416423,1
0,0,1,0,0,0,5.521461,1
0,0,0,1,1,1,4.4886365,1
0,1,0,0,0,1,4.1743875,0
0,0,0,0,0,1,4.7874918,1
0,0,1,1,0,0,5.480639,0
1,1,0,0,0,1,5.0106354,0
1,0,0,1,1,1,4.1743875,1
0,0,0,1,0,0,4.5849676,0
1,0,0,1,0,1,4.5849676,0
1,0,1,1,1,1,4.8675346,1
1,0,0,1,0,0,6.3969297,0
1,0,0,1,1,1,4.0943446,0
1,0,1,1,0,0,5.31812,1
0,0,0,1,0,1,4.3820267,1
0,0,1,0,0,0,5.3471074,0
1,0,1,1,1,1,4.4426513,0
0,0,0,0,0,1,3.9702919,0
1,0,0,0,1,0,4.8283138,0
1,0,0,0,0,0,5.1647859,1
1,0,0,1,1,0,5.1647859,1
1,0,1,1,0,0,4.8283138,1
0,0,0,0,0,1,4.8675346,0
0,0,0,1,1,1,5.1298985,0
0,0,1,0,1,1,4.3820267,0
0,0,0,0,0,0,6.4769726,1
1,0,0,1,1,0,5.1590552,0
1,0,0,1,0,0,4.7874918,0
0,0,0,0,0,0,4.3820267,0
0,0,0,1,1,0,4.6443911,1
0,0,1,1,0,0,5.1298985,1
1,0,0,0,0,0,5.521461,1
0,0,0,0,1,0,6.2146082,0
1,0,0,0,0,0,4.4426513,0
0,0,1,0,0,0,5.521461,0
0,1,0,0,0,1,4.2341065,0
1,0,0,1,0,0,5.2470241,0
0,0,1,1,1,0,4.9052749,0
0,0,0,1,1,0,5.1239638,0
1,0,1,0,0,1,4.3174882,0
0,0,0,0,0,1,4.1743875,0
1,0,1,1,1,1,4.4426513,1
1,0,1,1,0,0,4.6539602,0
1,0,0,1,1,0,7.076654,1
0,0,0,1,1,1,4.4308167,1
0,0,0,1,0,0,5.2933049,1
1,0,0,0,0,1,4.2484951,1
1,0,0,1,0,1,4.1743875,1
1,1,1,0,0,1,4.6728287,0
1,0,0,1,1,1,4.4998097,0
1,0,0,1,1,1,3.871201,1
0,0,0,1,0,0,4.8520303,1
0,0,1,0,0,1,4.59512,0
1,0,0,0,0,1,4.59512,0
0,0,1,1,0,1,4.8283138,0
1,0,0,0,0,1,4.2341065,0
0,0,0,0,0,1,3.9120231,0
0,0,0,1,0,0,4.9767337,0
1,0,0,1,0,1,4.6051702,1
1,0,0,0,0,0,6.7452364,0
0,0,0,1,1,1,3.8918202,0
1,0,1,1,1,1,4.59512,1
0,0,1,1,0,0,5.7004437,1
0,0,0,1,1,1,4.2484951,1
1,0,0,1,0,1,4.0943446,0
0,0,0,0,0,1,4.4308167,0
1,0,0,1,1,0,5.0689044,1
1,0,1,1,1,1,4.59512,0
1,0,1,1,1,0,4.8598123,0
0,0,1,0,1,1,4.6539602,0
0,0,0,0,0,0,5.0039463,1
0,0,1,1,1,1,4.2766662,1
1,0,0,0,1,1,4.1896548,0
0,0,0,1,1,0,5.2933049,0
1,0,1,1,1,0,5.2417469,1
1,1,0,1,0,1,4.1271343,1
1,0,0,0,0,1,4.9052749,1
1,0,1,1,1,1,4.3820267,1
0,0,1,1,1,0,5.5412636,0
0,0,0,1,1,0,,0
1,0,1,1,0,1,4.2484951,0
0,0,0,0,0,1,4.6051702,1
0,0,0,1,0,0,4.59512,1
0,0,0,1,1,1,4.3040652,1
1,0,0,1,0,0,5.857933,0
1,0,0,1,0,0,4.3820267,1
1,0,0,0,0,1,4.3820267,0
1,0,1,0,0,1,4.0943446,0
1,0,1,1,0,0,4.4426513,1
0,1,0,1,1,1,4.7874918,0
1,0,0,0,0,1,4.5538769,0
1,0,0,0,0,1,4.4886365,0
0,0,0,0,0,1,4.7874918,1
0,1,0,0,0,1,4.6051702,1
1,0,0,0,0,0,5.857933,0
1,0,1,1,1,0,4.8283138,1
0,1,0,1,0,0,5.3706379,1
1,0,1,0,0,0,5.1239638,1
0,1,1,1,1,1,4.4426513,0
0,0,0,0,0,1,4.1743875,0
0,0,0,0,0,1,4.3174882,1
1,0,0,1,1,0,5.2983174,1
1,0,0,0,0,0,4.3820267,1
0,0,1,1,1,0,5.2470241,0
1,0,0,1,1,0,5.7838254,0
0,0,0,1,1,0,,0
0,0,1,1,1,0,5.433722,0
1,0,0,1,1,1,4.5747108,1
1,0,1,1,1,0,5.2933049,1
1,0,1,1,1,0,4.5538769,0
1,0,0,1,1,0,4.9767337,1
1,0,0,1,1,1,4.3694477,0
1,0,1,0,0,0,4.3820267,0
1,0,0,0,0,0,5.5984221,0
1,0,0,1,0,1,4.5538769,0
1,0,0,1,1,1,4.2484951,1
1,0,1,0,0,0,5.521461,0
0,0,0,1,1,1,4.3174882,1
0,0,0,1,0,0,5.0106354,1
1,1,0,0,1,0,5.2983174,0
0,0,0,1,1,0,4.8675346,0
1,0,0,0,0,1,3.8066626,0
1,0,0,0,0,1,4.6051702,0
0,0,0,1,0,1,5.0106354,0
0,0,0,1,0,0,4.8675346,1
0,0,1,1,1,0,4.5747108,1
0,0,0,1,1,0,5.0106354,1
1,0,1,1,0,0,5.2729998,0
0,0,0,1,1,1,3.9889841,1
0,0,1,1,0,1,4.2341065,1
0,0,0,0,0,1,4.0073333,0
1,0,0,1,0,1,4.4426513,0
1,0,0,1,0,0,4.7095304,0
0,1,0,1,0,0,4.4426513,1
1,1,1,0,0,1,3.9889841,0
0,0,1,1,0,1,3.9318256,0
0,0,0,0,0,1,4.5538769,0
0,0,1,1,1,0,5.0434251,1
1,0,0,1,1,0,4.8675346,0
1,0,0,1,0,1,3.9120231,0
0,0,1,1,0,1,4.59512,1
0,0,0,0,0,0,5.1357985,1
1,0,0,1,1,0,5.2729998,0
0,0,0,1,1,0,4.4426513,1
0,0,1,0,0,0,5.1647859,0
1,1,0,1,1,1,3.9120231,1
1,0,0,1,1,0,4.3820267,0
1,0,1,1,1,0,4.3694477,1
1,0,0,1,1,0,4.9767337,1
1,0,1,1,0,0,7.6009026,1
1,0,0,0,1,1,4.6051702,1
0,0,0,1,1,0,3.9120231,1
1,0,0,1,0,1,4.0943446,0
0,0,0,1,1,0,4.4773369,1
1,0,0,1,0,1,3.7612002,1
0,0,1,1,1,1,3.4965076,0
1,0,0,1,0,0,4.7004805,0
1,1,0,0,1,1,3.9120231,0
1,0,1,1,1,0,4.4426513,0
0,0,0,0,0,1,4.2484951,0
0,0,0,0,0,0,5.9532433,0
1,0,1,1,1,1,4.59512,0
1,0,0,1,0,0,5.9889612,0
1,0,0,1,1,0,5.0039463,0
0,0,1,1,1,1,4.2484951,1
0,0,0,0,0,1,4.7535901,1
0,1,1,1,0,1,4.6051702,1
1,0,0,1,0,0,4.6539602,0
0,0,0,0,0,0,7.130899,1
1,0,1,0,0,0,5.2933049,0
0,0,0,1,0,1,4.0943446,1
0,0,0,1,1,1,3.9120231,0
1,0,0,1,1,1,3.6635616,1
0,0,0,1,1,0,5.3890719,0
0,1,0,0,0,0,4.6051702,0
0,0,1,1,0,0,5.521461,0
1,1,0,0,0,0,4.6051702,1
0,0,0,1,1,0,6.7153835,0
0,1,0,1,0,0,5.521461,0
1,0,0,1,0,1,4.0073333,0
1,0,0,1,1,0,4.6051702,1
0,0,0,0,0,1,4.5538769,0
0,0,1,1,1,0,4.4308167,1
0,0,0,0,0,0,4.934474,1
0,0,0,1,0,0,4.6728287,0
1,0,0,1,1,1,4.0073333,0
0,0,1,1,0,1,3.8066626,0
0,0,1,0,0,0,5.0106354,1
0,0,0,0,1,0,5.521461,0
0,0,1,0,0,0,5.0106354,0
0,0,0,0,0,0,4.7874918,1
1,0,0,1,1,0,5.8141303,1
0,0,0,1,1,1,4.2046928,1
0,0,0,1,0,0,4.3174882,1
1,0,0,1,1,1,4.1431346,0
1,0,1,0,1,1,4.4886365,1
1,0,0,1,1,0,6.212606,1
1,0,0,0,0,1,4.6051702,1
1,0,0,0,0,1,3.9120231,0
1,0,0,1,0,1,4.4426513,1
1,0,1,0,1,0,5.0106354,0
1,0,1,1,0,0,5.8289456,0
1,0,0,1,0,0,5.521461,0
1,0,1,0,1,0,6.3969297,0
0,0,0,0,0,1,4.5538769,0
1,1,0,1,1,1,4.1743875,1
1,0,0,1,1,1,4.356709,1
1,0,1,1,1,0,5.6664267,0
1,0,0,0,1,0,4.59512,0
1,1,0,0,0,0,4.7004805,1
0,0,0,0,0,1,5.0106354,1
0,0,1,1,1,1,3.871201,0
0,0,1,1,1,0,4.5538769,1
0,0,0,1,1,0,4.6051702,1
0,0,0,0,0,0,5.1239638,0
0,0,0,1,0,0,5.7004437,0
1,0,0,1,1,0,5.7037826,1
0,0,1,1,1,0,4.59512,1
0,1,0,0,0,0,5.7037826,0
0,1,0,0,0,1,4.4426513,0
0,0,0,1,1,0,5.5412636,0
1,0,0,0,1,0,5.5606818,0
1,0,1,1,0,0,5.5012584,0
0,0,0,1,1,1,4.4426513,0
1,0,0,1,1,0,5.5174527,0
0,0,0,1,0,0,4.4886365,0
0,0,1,1,0,1,4.1431346,1
1,0,0,0,0,1,3.9512436,0
0,0,1,1,0,0,5.2311087,0
0,0,0,1,1,0,4.9904327,1
0,0,1,0,0,1,4.6051702,1
1,0,0,1,0,1,4.2484951,0
0,0,0,0,0,0,5.1647859,1
1,0,0,1,0,0,5.857933,0
1,0,0,0,0,0,4.6539602,0
1,0,0,1,1,0,5.0625949,0
1,0,1,0,0,1,4.3820267,0
0,0,0,0,0,1,4.0073333,1
0,0,0,0,1,0,5.0106354,0
1,0,1,0,1,1,4.3694477,1
0,0,1,1,0,0,4.7184987,0
1,0,0,0,0,0,4.7874918,0
1,0,1,0,0,1,5.2983174,0
0,0,1,0,1,0,7.0690236,0
0,0,0,1,0,0,4.7874918,1
1,0,0,1,0,0,5.0106354,1
1,1,1,1,1,1,4.1743875,0
1,0,1,1,0,1,4.2484951,0
0,0,0,1,0,0,5.2933049,1
1,0,0,0,1,1,4.2484951,0
1,0,0,1,0,0,4.7004805,1
0,0,0,1,0,1,3.9889841,0
1,0,1,1,1,1,4.6051702,0
1,0,1,0,0,1,4.3174882,1
1,0,1,1,0,1,3.8501475,1
0,0,1,1,0,0,4.7004805,0
0,0,1,0,1,0,,0
0,0,0,0,0,0,6.0684257,0
0,0,1,1,1,0,4.7004805,0
0,0,0,1,1,0,4.9052749,1
1,0,0,1,0,1,3.8501475,1
1,1,1,1,0,0,4.4998097,0
0,0,0,0,0,0,5.2983174,0
1,0,0,0,0,1,3.9120231,0
0,0,0,1,1,0,5.0106354,0
0,0,0,0,1,0,5.0434251,1
0,0,1,0,1,0,5.1590552,0
0,0,1,0,0,0,,0
1,1,0,1,0,0,5.2729998,1
0,0,1,0,1,0,5.7004437,0
1,0,0,1,0,0,5.3706379,0
1,0,1,0,0,0,5.1298985,0
1,0,0,0,0,0,6.5510802,0
1,0,0,1,1,0,4.8202815,1
1,0,1,1,0,0,5.2729998,0
1,0,1,1,0,1,4.5432949,0
1,0,0,1,1,1,3.583519,1
0,0,0,1,1,1,4.4998097,
0,0,1,0,0,1,4.2341065,1
1,0,0,0,0,0,5.521461,0
1,0,1,0,0,0,5.9914646,0
1,0,0,1,0,0,5.1647859,1
1,0,0,0,0,0,4.7004805,
1,0,0,1,0,1,4.0253515,0
0,0,1,0,0,0,4.9558272,0
0,0,0,1,0,1,4.7874918,0
1,0,0,1,1,0,6.2105999,0
1,0,0,1,0,0,4.4998097,1
1,0,1,1,1,0,4.9767337,0
1,0,1,1,1,0,5.433722,0
1,0,1,1,1,1,4.59512,0
1,0,0,0,1,1,3.9120231,1
1,0,1,1,0,0,4.3820267,1
1,0,0,1,0,1,4.1743875,0
1,0,1,0,0,0,5.5174527,0
0,0,1,0,0,1,4.3174882,1
1,0,0,1,1,0,5.2983174,0
1,0,0,1,1,0,5.1059456,1
1,0,0,0,0,1,4.1743875,1
1,0,0,1,0,0,4.5849676,0
0,0,1,1,1,0,4.8675346,0
1,0,1,1,0,0,5.4722705,0
1,0,1,0,0,0,6.3952618,1
0,0,0,1,0,0,4.6913481,1
0,0,1,0,0,0,5.220356,0
1,0,0,1,0,0,4.59512,1
1,0,0,1,1,1,4.6443911,1
0,0,0,1,0,0,4.2904596,1
0,0,0,0,0,0,5.0106354,1
0,0,0,1,1,0,4.7874918,0
1,0,0,1,0,0,4.3174882,0
0,0,1,0,1,0,4.8283138,0
0,0,0,1,1,0,4.7791233,1
0,0,1,1,1,0,4.6913481,1
0,0,0,1,1,0,4.7791233,1
1,0,1,1,0,1,4.4886365,0
0,0,0,1,0,1,4.1743875,0
0,0,0,0,0,0,4.2341065,1
0,0,0,1,0,1,4.3174882,0
0,0,0,0,0,1,3.7376697,0
0,0,0,1,1,1,4.3820267,1
1,0,0,0,1,0,5.0625949,0
0,0,0,1,0,0,4.5747108,0
1,0,0,1,0,0,4.7874918,1
0,0,0,1,1,1,4.1743875,1
0,0,1,1,1,0,4.6443911,1
1,0,0,1,1,0,4.6249728,1
1,0,0,1,0,0,5.1298985,0
0,0,0,1,0,1,4.6051702,0
1,0,0,1,0,1,3.9512436,0
1,0,0,1,1,1,3.8066626,1
0,1,1,0,0,0,5.4764633,
1,0,1,1,1,1,4.4659081,1
1,0,1,1,0,0,5.2729998,1
0,0,0,1,1,0,4.5538769,1
0,0,1,1,0,1,4.6539602,1
1,1,1,0,1,0,4.3820267,
1,0,0,1,0,1,4.7874918,0
0,0,0,0,0,0,5.3936276,0
1,0,1,1,1,0,6.906755,0
1,0,1,0,0,1,3.9120231,0
1,0,0,0,0,1,4.3174882,0
0,0,1,1,0,0,5.7037826,1
1,0,0,1,0,1,4.4998097,1
1,0,1,0,0,1,4.1271343,0
1,0,0,0,0,1,4.1743875,0
0,0,0,0,0,0,5.2983174,0
0,0,0,1,1,1,3.9120231,1
1,0,0,1,0,0,4.6051702,1
0,0,0,1,0,0,6.3099184,1
1,0,0,1,1,1,3.8066626,1
0,0,0,1,0,1,4.1743875,0
0,0,0,0,0,0,5.0106354,0
1,0,1,1,0,1,4.4188404,1
1,0,0,1,0,0,4.9767337,1
1,0,0,0,1,0,5.857933,0
0,0,0,1,0,1,4.7449322,1
0,0,0,1,1,0,5.521461,0
1,0,0,0,0,1,4.6051702,0
1,0,0,0,0,1,4.3820267,0
1,0,0,1,1,0,6.1092477,1
0,0,0,1,0,0,5.5012584,0
